#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:52 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/311/hip2&-out=HIP,RArad,DErad,pmRA,pmDE,Hpmag&-out.max=15000&Hpmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#INFO	ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	creator=van Leeuwen F.	    First author or institution
#INFO	cites=bibcode:2007A&A...474..653V	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/311	    Dataset landing page
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RArad	(F12.8)	Right Ascension in ICRS, Ep=1991.25	[ucd=pos.eq.ra;meta.main]
#Column	DErad	(F12.8)	Declination in ICRS, Ep=1991.25	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F8.2)	Proper motion in Right Ascension	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	Proper motion in Declination	[ucd=pos.pm;pos.eq.dec]
#Column	Hpmag	(F7.4)	Hipparcos magnitude	[ucd=phot.mag;em.opt.V]
HIP	RArad	DErad	pmRA	pmDE	Hpmag
102770	312.32188907	-00.56327500	  -26.17	  -25.67	 6.1066
102771	312.32247914	+64.04226887	   -3.01	   -4.23	 6.4654
102772	312.32335661	-25.78119452	   11.06	  -18.87	 5.8384
102773	312.32614609	-68.77640029	  -64.66	  -49.81	 5.5814
102780	312.33559180	-18.03577373	    1.32	  -33.91	 6.3405
102790	312.37053828	-46.22689251	   38.49	   26.22	 5.0180
102805	312.40723258	+12.54489122	   52.94	   96.82	 6.0998
102819	312.45101882	+07.86415487	   27.54	   13.24	 6.3371
102827	312.47767367	+46.66132801	    4.23	    3.80	 6.3154
102831	312.49199826	-33.77967290	    0.76	  -21.07	 5.0571
102833	312.49613199	+05.54455713	   43.94	    0.80	 6.3630
102843	312.52013133	+44.05898228	  123.27	  131.81	 5.1189
102891	312.67375632	-12.54472981	  126.32	  -70.59	 6.0326
102916	312.75318017	-37.91329004	   -7.85	  -17.35	 5.6668
102945	312.85705127	-05.62663541	   95.47	    1.78	 6.1007
102949	312.86764756	+28.25051903	    5.06	   -4.38	 5.7914
102950	312.87520797	-51.60816681	   -0.41	   -5.02	 5.2257
102962	312.91001361	-62.42921546	   83.74	  -46.35	 5.7148
102978	312.95540128	-26.91912619	   -8.36	   -0.36	 4.2197
102989	312.99481814	-33.17796037	    7.48	   -5.30	 6.0786
102993	313.00162306	+32.84891555	    0.57	   -8.13	 6.3777
103004	313.03218936	+27.09712779	  -75.44	  -62.03	 4.7191
103005	313.03622139	-05.50704405	    0.70	   -5.52	 5.5292
103045	313.16335728	-08.98323778	   45.75	  -33.59	 4.8052
103071	313.25459158	-23.78305015	   84.52	  -65.78	 6.4720
103089	313.31143867	+44.38726640	   11.94	   -2.08	 4.7404
103094	313.32732793	+45.18168328	   10.02	   -4.10	 5.6436
103127	313.41730061	-39.80962809	   43.91	  -96.64	 5.5067
103145	313.47461041	+33.43780869	  -20.95	   34.56	 5.5960
103200	313.64015531	+28.05763159	    0.29	   -3.76	 5.1534
103206	313.64623975	-50.72730232	   10.31	  -16.04	 6.2019
103219	313.68448141	+75.92546715	   30.98	   42.18	 6.1530
103226	313.69938491	-17.92285283	  -58.32	  -17.64	 5.9352
103227	313.70241499	-58.45409481	   20.79	  -25.20	 3.8340
103294	313.90282911	+13.72156378	   17.36	  -11.28	 5.3553
103298	313.91063817	+12.56850683	   31.55	   21.18	 5.5874
103301	313.91934362	+04.53269590	   60.96	   10.48	 6.1886
103312	313.95752469	+47.41766580	   -2.09	   -3.91	 5.8010
103346	314.07085498	+56.88750662	    4.40	    4.76	 6.1720
103359	314.10600002	+50.72864975	   38.87	  -21.71	 5.9125
103360	314.10786526	+49.19583076	   11.92	    5.79	 6.0870
103371	314.14490904	+44.92472733	    0.38	   -1.55	 5.9741
103389	314.19695950	-26.29621908	   93.79	  -64.78	 5.8109
103401	314.22512448	-09.69751674	   -4.18	  -12.10	 5.6158
103413	314.29338166	+41.16719394	    9.64	  -22.75	 3.9504
103414	314.29404328	+00.46393236	   10.70	  -62.77	 6.2260
103460	314.41922348	-16.03154350	   51.78	    1.07	 5.9378
103511	314.56813646	+22.32591750	   -2.56	   -4.17	 5.4389
103519	314.58075713	+44.47154105	  101.61	   70.37	 5.7165
103527	314.60817885	+10.83936949	  -48.75	  -34.43	 5.6682
103530	314.62510711	+50.46178297	    8.89	    2.54	 5.5460
103532	314.62893495	+41.93992422	   12.16	   -0.69	 6.1484
103545	314.67447067	-14.48308047	  -55.29	  -19.11	 6.0158
103569	314.76892957	+04.29384681	 -115.75	 -151.70	 5.3140
103571	314.77156980	+04.29498038	 -116.44	 -152.18	 5.3441
103596	314.85252674	+42.32445028	   16.94	    4.90	 6.4510
103598	314.85555204	+59.43855671	   45.57	   14.85	 5.6853
103616	314.90055249	-19.03523271	   10.07	  -20.09	 6.2248
103632	314.95645896	+47.52094522	    8.12	    2.15	 4.7199
103646	314.99841051	-36.12949960	  103.41	  -57.63	 6.1941
103652	315.01647449	+07.51617997	   50.55	    7.67	 6.0563
103673	315.08985074	-51.26563430	  -88.58	  132.12	 5.8728
103675	315.11540780	+19.32972594	  -15.31	  -59.32	 5.7633
103682	315.14088445	-04.72992424	   48.78	 -138.84	 6.3397
103693	315.18087678	-53.73901443	   12.78	  -22.61	 6.3821
103703	315.21576846	-17.53085519	  -31.35	  -17.15	 6.2250
103732	315.29551054	+46.15576501	    6.98	    3.15	 5.3463
103734	315.30361298	+36.02602507	   -3.47	   -6.42	 6.1728
103738	315.32275694	-32.25776693	   -1.73	    0.41	 4.8136
103752	315.36679467	-68.20960570	  -15.62	    5.41	 6.4042
103777	315.43862362	-26.88093319	   15.16	  -23.90	 6.0721
103810	315.53748530	+56.66961106	    8.92	    1.13	 5.8002
103828	315.60085155	+44.79099024	   -5.56	   -4.79	 6.1764
103836	315.61271810	-38.53055847	  153.65	 -169.71	 6.0960
103871	315.70256928	+45.84889943	    3.34	   -4.61	 6.4575
103882	315.74156114	-38.63118262	  -29.16	 -108.85	 5.4139
103889	315.74842694	-00.92474716	    7.27	    1.01	 6.4711
103891	315.75741401	+14.73001430	   25.13	    4.60	 6.4137
103892	315.76286846	+01.53219023	 -110.79	  -53.84	 6.3245
103894	315.77010794	+38.65742929	   18.00	   -6.57	 6.2680
103902	315.79235812	-27.73150549	   35.66	  -35.72	 6.4171
103949	315.93124959	+46.86328992	  -38.33	  -58.15	 6.3875
103956	315.94827038	+53.28582263	   42.28	   31.15	 6.0977
103963	315.96723967	+41.62830411	   -2.49	  -53.69	 6.4329
103981	316.01963519	-05.82304899	   20.35	   -6.67	 5.6679
104019	316.10135273	-19.85493132	  -37.62	  -24.95	 4.9015
104031	316.14434901	+05.50286040	   13.15	    0.66	 5.7410
104043	316.17928641	-77.02286941	   12.74	 -369.24	 5.2252
104060	316.23273265	+43.92785109	    7.97	    0.06	 3.8343
104085	316.30930511	-54.72695024	   16.12	  -37.41	 5.3336
104101	316.36162189	+05.95848874	 -128.69	 -113.60	 6.0636
104105	316.37171158	+78.12632213	   19.41	   29.59	 5.8940
104139	316.48658075	-17.23271097	   79.33	  -62.01	 4.0838
104148	316.50468086	-30.12495411	   33.46	  -67.91	 5.8560
104171	316.59746985	+71.43207905	  -48.42	 -115.55	 5.9715
104172	316.59771229	+26.92440801	   44.46	  -19.53	 6.2998
104174	316.60283800	-32.34163841	   -5.56	    8.49	 5.3628
104177	316.60623917	-41.38593620	   28.01	  -12.00	 5.6961
104185	316.62600712	+31.18466853	    4.25	   -5.02	 5.8961
104194	316.65036734	+47.64840594	    6.53	   -1.41	 4.6764
104214	316.71181137	+38.74149513	 4168.31	 3269.20	 5.3685
104217	316.71746849	+38.73441383	 4106.90	 3144.68	 6.1467
104234	316.78202253	-25.00574800	  -28.09	  -44.14	 4.6097
104281	316.89005904	+15.65879681	   48.70	  -57.78	 6.4352
104297	316.93615246	-17.45578843	   28.21	  -47.65	 6.1746
104357	317.11727183	+06.98935404	  -10.84	    1.35	 6.2422
104364	317.13627087	-63.92827115	   -7.08	    4.54	 5.9181
104365	317.14005368	-21.19352539	   19.83	  -60.15	 5.3239
104371	317.16197001	+30.20568784	   25.14	  -20.88	 5.5937
104382	317.19172704	-88.95651116	   25.75	    4.98	 5.5179
104440	317.33965595	-73.17226952	  460.33	 -285.96	 5.7855
104449	317.36999427	+63.29564931	   10.35	    7.74	 6.4958
104452	317.38718773	-20.55633130	  119.63	 -135.57	 6.3433
104459	317.39830366	-11.37165477	   94.12	  -14.62	 4.6675
104516	317.56480295	+53.56310939	   22.32	   -4.14	 5.7140
104521	317.58529652	+10.13194869	   48.74	 -153.03	 4.7812
104537	317.62900263	+47.69223285	   -4.88	   -2.36	 6.4628
104538	317.63047664	+10.04887992	   -0.50	   16.40	 6.0868
104557	317.69529374	-09.35393127	  117.01	  -58.85	 6.4368
104579	317.76569533	+36.29957935	    0.37	    0.53	 6.4820
104597	317.83694620	-72.54427879	   34.38	  -30.51	 6.3523
104642	317.95100126	+59.98661948	   -2.39	   -3.17	 5.6772
104680	318.05695074	-40.26882864	   57.44	 -219.29	 5.9292
104719	318.19687570	+60.09801052	   -2.36	   -4.13	 6.4053
104732	318.23408975	+30.22708125	    6.51	  -68.21	 3.3743
104738	318.26219802	-39.42464395	  186.38	 -113.98	 5.3540
104750	318.32194684	-27.61905875	   97.10	 -117.19	 5.5486
104752	318.32890496	-36.42353574	   33.63	    3.01	 6.1300
104755	318.33515998	-70.12621738	   41.28	  -19.69	 5.1359
104756	318.33997962	+81.23096075	   -3.24	    4.26	 6.1546
104765	318.36010488	+36.63326180	    0.37	    0.53	 6.1409
104771	318.36985441	+15.98245139	   34.51	  -23.35	 6.3370
104822	318.54284326	+29.90096122	    3.52	   -0.76	 6.3461
104858	318.61995916	+10.00771876	   42.39	 -304.19	 4.5928
104872	318.65428646	+00.09228735	   35.74	  -13.46	 6.4696
104887	318.69727753	+38.04432060	  196.99	  410.28	 3.8228
104914	318.77758024	-17.34509019	    1.33	  -19.36	 6.2153
104925	318.80962566	-40.50607998	  101.07	    6.26	 6.3688
104962	318.90489579	+47.97400216	    3.19	   -2.31	 6.4102
104963	318.90787691	-20.65169029	   15.01	   -2.07	 5.3340
104968	318.92663257	+77.01226084	   22.20	   14.96	 6.0380
104974	318.93678145	-15.17151246	   24.84	    4.76	 5.3468
104978	318.94098428	-53.26305010	   35.28	  -13.53	 5.7886
104980	318.94484985	-36.21069375	   29.66	   -6.79	 6.2803
104987	318.95582018	+05.24807397	   59.88	  -94.09	 4.0423
105019	319.07408272	-09.21466446	   -6.56	    2.87	 6.4925
105034	319.12341142	+42.25182567	    0.69	  -15.39	 6.3908
105064	319.25839658	+53.99759749	   38.19	   39.10	 6.1440
105079	319.30642808	-13.27897422	   -8.78	   -6.28	 6.4274
105080	319.30929009	+55.79796859	   17.23	   13.48	 6.1374
105091	319.32830888	+58.61149113	   -3.34	   -3.20	 6.4801
105101	319.34656561	+42.68356701	    9.81	    2.18	 6.1435
105102	319.35396891	+39.39469003	   -0.13	   -3.58	 4.2677
105138	319.47944968	+34.89688115	   10.03	    6.49	 4.3744
105140	319.48436055	-32.17248548	   54.36	  -23.29	 4.7454
105143	319.48865237	-17.98513632	   16.10	   -1.07	 5.3607
105148	319.50194005	-64.68151060	   16.87	  -28.07	 6.3086
105164	319.54610834	-04.51951133	   12.11	   12.94	 5.7858
105186	319.61325702	+43.94596681	    4.85	   -8.40	 5.0231
105193	319.63514426	+61.18440129	   -7.33	   -2.28	 6.4225
105199	319.64408995	+62.58545515	  150.55	   49.09	 2.5141
105224	319.71672213	+11.20333523	   20.54	   15.91	 6.0668
105229	319.73055556	+41.04052961	   -5.35	   -4.54	 6.2201
105259	319.81538211	+58.62351015	   -3.90	   -3.02	 5.6430
105268	319.84255460	+64.87184231	    5.20	    5.69	 5.1790
105269	319.84241821	+38.23748172	   -0.49	   -2.29	 6.0080
105282	319.86973958	+49.51028915	   14.18	    2.47	 5.7120
105319	319.96618277	-53.44926400	  107.90	  -66.41	 4.4458
105334	320.03951185	-45.02189974	   -0.18	    2.91	 6.1702
105344	320.05862810	+22.02617252	    4.70	    7.36	 6.2598
105370	320.13957890	+60.75645366	  -43.44	  -19.36	 6.2781
105382	320.18993153	-40.80950819	   71.92	   20.38	 4.8277
105411	320.26766205	+23.85625830	  243.59	 -119.16	 5.7487
105412	320.26802439	-04.56015199	   -9.86	   11.22	 6.0275
105413	320.27000260	+07.35454612	   42.98	  -17.11	 5.8904
105432	320.34136803	+32.61276808	   14.21	  -14.14	 6.0723
105497	320.50160335	+49.38869867	   37.30	   61.20	 5.8472
105502	320.52139150	+19.80435576	  105.35	   63.51	 4.2483
105515	320.56157235	-16.83455537	   30.00	    4.52	 4.4388
105558	320.67513333	+30.30986390	   39.52	    7.54	 6.2422
105570	320.72325718	+06.81111327	   53.98	   11.34	 5.1828
105574	320.73446404	-09.31927318	  -24.73	  -22.79	 6.1051
105576	320.75196438	-22.66904910	   36.78	   -0.24	 5.7197
105652	320.99475031	+24.27409145	  135.68	   18.37	 5.7807
105660	321.03093346	+25.31240136	   39.91	    8.79	 6.2182
105665	321.03999254	-20.85156000	   -9.30	 -128.48	 5.5439
105668	321.04766019	-12.87813005	   89.60	    8.62	 5.5576
105678	321.06972595	-69.73386368	    9.46	   -7.62	 6.2662
105685	321.08667879	-46.61467083	   47.37	  -14.81	 6.3741
105695	321.10217585	+10.17420272	   70.39	   20.38	 6.4342
105696	321.10332880	-41.00669476	   24.64	   -0.25	 5.7614
105703	321.14155653	+26.17454454	   49.19	    5.94	 5.7469
105727	321.20583748	+80.52485389	   42.58	  -12.09	 6.1296
105729	321.21532843	-03.39823520	   -5.85	  -49.74	 6.4613
105761	321.30423818	-09.74813997	   16.42	 -169.81	 5.7775
105767	321.32068730	-03.55657775	  -11.80	  -69.54	 5.6151
105768	321.32505345	-71.79907261	   17.19	    5.48	 6.2492
105769	321.33078476	+46.71422444	  188.86	   47.39	 5.6710
105811	321.44591739	+36.66740768	    7.49	   -9.65	 5.8888
105841	321.56432554	-54.66055342	    1.11	   39.38	 6.1844
105854	321.59479224	-37.82940299	  167.81	  -11.19	 5.8024
105858	321.61038372	-65.36814437	   80.56	  800.60	 4.3296
105860	321.61088669	+19.37559760	   79.55	   16.82	 6.1429
105864	321.61661953	+01.10375210	  110.09	 -162.87	 6.2246
105881	321.66678228	-22.41137849	   -2.23	   18.10	 3.9246
105891	321.68731202	+52.89852489	   15.71	    4.22	 5.9731
105898	321.71487474	+48.83510517	   59.27	   25.49	 5.3319
105913	321.75692359	-42.54796566	  -49.18	   14.40	 5.5984
105928	321.81181120	-21.19612767	  -25.64	  -34.83	 5.9227
105942	321.83901764	+37.11679188	    2.78	    2.24	 5.2566
105949	321.85542603	+59.75011388	  -21.93	  -16.94	 6.1093
105966	321.91679152	+27.60854345	   41.37	   20.94	 5.4101
105972	321.94232231	+66.80914596	  -11.02	  -20.53	 5.3893
106003	322.03399510	+32.22513669	  134.02	   79.30	 5.8333
106021	322.10347402	+08.19571128	    7.79	  -26.77	 6.4583
106032	322.16489530	+70.56069480	   12.54	    8.39	 3.1438
106039	322.18048328	-21.80716674	  134.83	   -5.73	 4.6602
106044	322.18661404	-69.50527328	   82.51	  -46.35	 5.3361
106052	322.21967500	+55.41866773	   15.42	   13.59	 6.1802
106062	322.24898803	+22.17940396	   33.70	   12.75	 5.7663
106093	322.36213797	+46.54033182	   43.27	  103.81	 5.3850
106140	322.48699874	+23.63882924	   24.74	    3.63	 4.6178
106171	322.58462092	+52.95795820	   21.35	   15.83	 6.0563
106227	322.74705675	+60.45944013	   -1.55	   -3.96	 5.5688
106243	322.79007421	+12.13751308	   18.34	  -15.17	 6.0960
106267	322.86443075	+52.61985999	    0.86	   -2.34	 6.3185
106278	322.88966964	-05.57115560	   18.77	   -8.21	 3.0404
106327	323.02442144	-41.17933639	   19.84	   10.89	 5.4585
106340	323.06072954	-33.94461293	   -5.08	   -3.52	 5.9935
106363	323.13841007	-24.59043269	   67.67	    5.66	 6.4978
106393	323.23574040	+49.97760045	   16.19	   10.39	 5.7612
106420	323.32452692	+45.85402401	   -2.14	   -3.65	 6.3694
106424	323.33778682	-80.03930794	   22.67	  -21.58	 6.4906
106429	323.34805423	-44.84869455	  -21.74	   -2.54	 5.7380
106474	323.47696569	-82.68307845	   22.77	   -2.70	 6.3876
106481	323.49530340	+45.59206604	  -23.79	  -93.70	 4.1415
106500	323.57157684	-42.92465879	  -26.60	   -8.61	 6.4957
106518	323.61441654	+51.69846942	    3.08	   -2.07	 6.1703
106544	323.67817141	+01.82918903	   13.49	  -10.14	 6.2986
106551	323.69365617	+38.53382667	  115.81	   94.73	 5.0402
106559	323.71278764	-20.08438210	  -28.31	   43.30	 5.7931
106564	323.72080085	-29.69608104	   14.52	  -14.87	 6.3963
106592	323.82344298	-03.98329313	  -10.84	   -4.78	 5.9559
106595	323.82926831	+28.19768740	  138.63	  -33.04	 6.3374
106604	323.85795743	+68.21925135	   17.81	   15.90	 6.4480
106605	323.86261975	+24.45218665	   13.37	  -10.92	 6.2741
106642	324.01017530	+45.37458721	   65.17	    1.74	 5.4594
106654	324.04543317	-26.17145711	  107.71	  -24.40	 5.7970
106661	324.05840583	+30.05527636	  -52.48	   59.91	 6.3902
106703	324.20312161	-33.04789179	   73.67	   -1.93	 6.1672
106711	324.23740457	+40.41349071	   -1.48	   12.46	 5.1005
106723	324.27009486	-19.46601356	   12.79	    0.28	 4.4457
106752	324.36614615	+44.69661446	   -0.49	  -26.74	 6.2614
106758	324.39072092	-00.39049414	  -22.78	  -27.52	 6.2491
106771	324.41172351	+54.04219409	   -5.06	   -0.68	 6.3173
106783	324.43171362	+06.61839619	   58.06	   -1.74	 6.2076
106786	324.43767525	-07.85414192	  114.20	  -25.03	 4.7431
106787	324.43903463	+19.31857470	  100.30	   14.09	 5.5357
106801	324.48011139	+62.08194691	   -1.64	   -3.02	 4.8435
106818	324.51168571	-64.82414479	   31.37	   -9.03	 6.2320
106856	324.63280754	+05.77167297	  113.10	   29.89	 5.7321
106872	324.68818143	+25.49881797	   -2.58	    4.62	 6.3558
106881	324.73397091	-79.44251796	   70.96	  -26.79	 6.2746
106886	324.74008404	+57.48904998	   -1.25	   -4.58	 5.6455
106890	324.74539230	+57.48741588	   -2.36	   -4.66	 5.7161
106897	324.75463614	+20.26545342	  122.21	   -0.60	 5.8498
106907	324.77527494	-33.67875153	   70.92	  -42.55	 6.4403
106938	324.86705677	-10.57676867	   27.01	  -52.57	 6.2343
106944	324.88868681	+02.24376263	  -29.55	  -83.22	 5.2671
106978	324.99889887	-52.35902634	  -17.62	    7.04	 6.3185
106985	325.02225947	-16.66225299	  187.56	  -22.45	 3.7660
106999	325.04608757	+43.27380055	   61.45	   16.00	 5.1800
107041	325.18041405	+54.87214228	    7.67	    3.63	 6.3244
107089	325.36863468	-77.38946227	   66.41	 -239.10	 3.8981
107095	325.38722006	-14.04686028	 -123.05	 -308.50	 5.2938
107097	325.39278634	+40.80533762	  -16.96	  -47.58	 6.1119
107119	325.47948418	+71.31118707	  119.29	   95.17	 4.7136
107128	325.50266220	-23.26262534	   90.84	  -95.85	 5.4033
107129	325.50450052	+35.51019535	    5.55	    2.70	 5.9822
107136	325.52358191	+51.18962697	    5.29	   -1.78	 4.6443
107140	325.53480776	+45.76574557	   -0.21	  -19.86	 6.0163
107144	325.54214703	+01.28527339	   -4.64	   -8.03	 5.8103
107151	325.56435412	+05.68015139	   10.80	   -5.20	 5.3834
107162	325.59558627	+41.07702294	   23.48	   -1.02	 5.7583
107173	325.63728087	+10.82434441	   17.62	  -12.79	 6.0245
107186	325.66170051	+49.60026474	    2.86	   -4.04	 6.2658
107188	325.66423829	-18.86630104	  145.85	   -9.50	 4.8793
107197	325.68905021	+59.27084092	   -5.39	    0.36	 6.2504
107230	325.76719077	+72.32018265	  -42.05	  -39.83	 5.3447
107232	325.76833430	-14.39975873	   -4.56	   20.26	 5.9541
107235	325.77701203	+41.15499970	  -15.30	  -12.24	 5.5991
107238	325.80617727	-19.62093091	   82.22	  -13.08	 6.2957
107253	325.85677895	+38.28360054	   33.93	   -4.58	 5.7095
107259	325.87689594	+58.78005303	    5.36	   -3.51	 3.9123
107302	326.00407822	-14.74939541	  -22.50	   10.14	 6.0136
107310	326.03501863	+28.74322256	  260.72	 -243.21	 4.6029
107315	326.04641750	+09.87500758	   26.92	    0.44	 2.5460
107344	326.12254620	-38.55213571	   82.27	 -161.01	 6.4446
107348	326.12787717	+17.35004339	    8.66	  -11.33	 4.5102
107350	326.12996032	+14.77221483	  229.93	 -113.46	 6.0840
107354	326.16126700	+25.64500303	   48.13	   14.29	 4.2347
107374	326.22201382	+62.46057442	   -3.24	   -2.29	 6.0161
107380	326.23661583	-33.02555295	   31.10	  -94.56	 4.3337
107382	326.25102872	-09.08242420	   12.80	   -1.31	 5.2628
107398	326.30167064	+52.26757851	   -2.86	   -1.42	 6.4881
107418	326.36220540	+61.12081063	   -3.74	   -2.10	 4.3911
107423	326.37002165	-71.00882134	   13.10	  -11.01	 5.9956
107472	326.51816052	+22.94888565	    8.42	   -1.83	 5.4378
107487	326.56774418	-09.27595408	   16.63	    7.67	 6.0538
107502	326.59934941	+25.56337285	  164.38	   54.44	 6.4467
107516	326.63263739	-02.21280599	   24.98	   19.54	 5.9868
107517	326.63366741	-11.36593184	   28.92	   -9.66	 5.5804
107533	326.69835766	+49.30957461	    2.77	   -2.00	 4.2016
107555	326.75361589	+70.15094326	  -11.04	  -25.58	 6.4551
107556	326.75952220	-16.12656594	  261.70	 -296.70	 2.9409
107558	326.76956796	+17.19407458	  103.30	  -15.36	 6.2666
107575	326.80815958	+02.68613090	    6.97	   -2.65	 5.6423
107586	326.85544802	+60.69269379	  -10.73	   -2.17	 5.6296
107596	326.90916863	-05.91684010	   64.24	   15.36	 6.2402
107608	326.93405548	-30.89830610	  -34.40	   -0.08	 5.0443
107637	327.03504763	+36.58040269	  -22.81	   -5.82	 6.3668
107649	327.06503772	-47.30289771	  164.43	 -295.37	 5.6986
107664	327.12225578	+38.64857876	   23.68	   -1.29	 6.0823
107723	327.32921376	+61.27281617	   -0.63	  -23.18	 6.2557
107734	327.36194090	+20.46244382	    1.17	   -0.06	 6.2434
107750	327.42093158	-12.72291544	   -8.06	   21.11	 6.3734
107763	327.46117455	+30.17427849	   18.12	  -26.83	 5.0858
107773	327.50054326	-64.71244356	   -3.48	  -37.79	 5.7900
107788	327.53601640	+17.28595673	   91.63	  -44.04	 5.4265
107835	327.69677419	-69.62940444	  -23.27	   -4.65	 5.6606
107843	327.72604135	-82.71882396	   68.14	  -31.86	 5.4143
107856	327.77072392	+39.53664947	    9.24	    3.18	 6.1889
107887	327.89264813	+19.82664926	   20.65	   13.34	 5.7499
107893	327.90522340	+65.75276076	   -5.66	  -19.58	 6.4509
107901	327.92358020	-18.62275251	  146.45	  -77.67	 6.2732
107930	328.00425773	+55.79674473	   17.25	   -5.73	 5.6923
107956	328.07572274	+21.27310293	   15.59	   24.00	 6.2409
107975	328.12481712	+28.79369227	  -58.81	  -62.37	 5.6173
108022	328.26567734	+25.92513873	    8.79	   -1.06	 5.0380
108036	328.32326581	-13.55180158	  311.22	   13.46	 5.1704
108060	328.40569618	+19.66838010	   23.71	   24.09	 5.7013
108085	328.48189257	-37.36482314	   98.07	  -13.22	 2.9763
108090	328.49049997	+06.86477050	   78.70	   13.58	 6.2880
108102	328.54309222	-04.27595744	   51.85	  -91.30	 5.8819
108133	328.61060071	+80.30859443	    2.66	  -14.30	 6.4171
108144	328.64958050	-03.30119219	   29.06	  -29.87	 6.3549
108165	328.72149173	+56.61123245	   -2.91	   -2.30	 5.9029
108195	328.79724619	-61.88638828	   44.50	  -91.07	 6.0066
108209	328.83582742	+61.54181742	   -2.61	   -2.50	 6.2912
108226	328.87912899	+65.32081210	    6.30	   -1.07	 5.8832
108281	329.05849021	-57.89960648	   17.33	    6.63	 6.2387
108294	329.09495158	-37.25363149	  -25.57	   -9.91	 5.4854
108296	329.09993089	+21.23982284	    2.00	   15.30	 6.4842
108317	329.16310074	+63.62556662	   -0.25	   -2.56	 5.1110
108339	329.23495308	+12.07652569	  -26.51	  -14.12	 5.5645
108347	329.25892828	-37.74685617	    8.28	    4.37	 6.2630
108348	329.25925035	+48.66856408	    5.23	    0.37	 6.4906
108364	329.29621798	+66.15615401	    5.52	   -0.27	 6.3990
108420	329.46277717	+74.99674003	   -3.78	  -10.54	 6.4394
108431	329.47929537	-54.99256657	   41.94	   -3.93	 4.4784
108453	329.55534957	-05.42466696	   41.90	 -104.43	 6.4220
108478	329.62530229	-59.01220980	    5.65	   27.84	 6.2383
108494	329.68240249	-21.18292937	   26.77	   -7.15	 6.1140
108505	329.72294985	+62.69795161	   12.12	   14.36	 5.9927
108506	329.72910847	-04.37249441	   -1.57	 -252.32	 6.3845
108535	329.81293282	+73.18028411	  -68.62	 -160.18	 5.1402
108543	329.82450056	-38.39509331	   43.04	   -0.74	 5.6691
108612	330.03299583	+06.71743588	   13.22	    0.78	 5.9625
108626	330.10092993	-55.88345153	   23.86	  -14.77	 6.0043
108661	330.20922935	-28.45373748	   15.57	   -1.03	 5.4012
108691	330.27087897	+00.60474361	    6.22	  -11.05	 5.7620
108693	330.27214599	+13.11996129	   58.44	  -56.72	 5.6918
108699	330.28849825	+08.25717123	   -7.67	   -1.87	 5.7854
108758	330.46074216	+52.88224626	    9.95	    3.02	 5.7546
108759	330.46936789	-77.66252851	  -12.16	   -5.49	 6.4588
108766	330.50570056	+10.97380217	   10.93	    1.34	 6.3321
108772	330.51906609	+58.00037045	   -2.72	   -2.74	 5.5460
108784	330.54909355	-17.90332869	  118.48	  -59.66	 6.4497
108797	330.60935519	-16.96483424	    6.26	   -0.51	 6.4855
108845	330.73615739	+44.64994162	  -20.85	  -33.02	 5.5742
108849	330.76559317	-76.11826648	   28.43	  -66.80	 6.0295
108868	330.81846376	-06.52242696	   46.36	    8.01	 5.7134
108870	330.82266485	-56.77980581	 3960.93	-2539.23	 4.8310
108874	330.82845681	-02.15533586	   24.66	  -11.16	 4.6852
108875	330.82925898	+11.38655609	   16.79	   -2.91	 5.8196
108917	330.94650695	+64.62775445	  215.46	   91.06	 4.3520
108924	330.97054203	+63.11977887	   36.37	   58.91	 5.2411
108975	331.15316165	-26.82233557	   11.89	  -10.00	 5.9100
108991	331.19764094	-00.90623952	  -19.69	  -42.15	 5.3574
109005	331.25199898	+62.78552935	   13.93	   58.71	 5.4101
