#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:53 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/239/hip_main&-out=HIP,B-V&-out.max=15000&Vmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
HIP	B-V
 56201	 0.473
 56211	 1.613
 56242	 0.570
 56243	 1.026
 56245	 0.537
 56250	 0.432
 56253	 0.264
 56280	 0.540
 56287	 1.136
 56290	 0.515
 56293	 1.670
 56318	 1.380
 56319	 1.578
 56332	 1.581
 56343	 0.947
 56364	 0.590
 56388	 1.601
 56391	 0.117
 56410	 1.057
 56445	 0.480
 56452	 0.811
 56473	-0.156
 56480	-0.077
 56497	 1.041
 56500	 1.167
 56508	 1.010
 56510	 1.032
 56518	 1.682
 56550	 0.131
 56561	-0.044
 56573	 0.257
 56583	 0.974
 56601	 0.248
 56606	-0.102
 56620	 1.020
 56632	 0.062
 56633	-0.073
 56647	 0.983
 56656	 1.105
 56657	 0.439
 56675	 0.362
 56700	 1.230
 56716	 1.610
 56727	 1.013
 56731	 1.068
 56754	-0.040
 56756	 1.081
 56769	 0.043
 56770	 0.348
 56775	 1.119
 56779	 1.499
 56784	 1.325
 56789	 0.401
 56802	 0.520
 56809	 0.566
 56816	 0.154
 56830	 0.821
 56862	 0.804
 56899	 1.579
 56901	-0.007
 56922	-0.070
 56944	-0.092
 56961	 0.029
 56970	 1.670
 56975	 0.984
 56986	 1.111
 56996	 1.080
 56997	 0.723
 57001	 0.651
 57013	 0.044
 57029	 0.440
 57045	 1.491
 57047	 1.475
 57079	 0.949
 57092	 0.528
 57111	 1.267
 57137	 0.894
 57165	 1.449
 57175	 0.784
 57211	 0.063
 57214	 0.960
 57240	 1.533
 57283	 0.958
 57322	 1.174
 57328	 0.174
 57363	 0.160
 57371	-0.118
 57380	 1.501
 57399	 1.181
 57439	 0.895
 57443	 0.664
 57477	 1.276
 57497	 0.952
 57507	 0.681
 57512	 1.664
 57562	 0.038
 57565	 0.547
 57581	 1.522
 57587	 0.585
 57606	 0.303
 57613	 1.594
 57629	 0.518
 57632	 0.090
 57646	 0.278
 57669	-0.149
 57670	 0.467
 57696	 1.360
 57732	 0.947
 57741	 0.233
 57749	 0.980
 57757	 0.518
 57779	 0.294
 57791	 1.058
 57803	 1.283
 57805	 0.345
 57819	 0.410
 57841	 0.554
 57851	-0.123
 57870	 0.069
 57936	-0.100
 57939	 0.754
 57971	 0.089
 58001	 0.044
 58002	 0.207
 58041	 0.050
 58057	 0.528
 58082	 0.883
 58085	 0.406
 58103	 0.210
 58110	 0.937
 58119	 1.581
 58158	 1.499
 58159	 0.116
 58177	 1.010
 58181	 1.101
 58188	-0.022
 58242	 0.407
 58259	 0.955
 58272	-0.044
 58326	-0.152
 58369	 0.331
 58379	-0.062
 58427	 0.174
 58436	 0.038
 58445	 1.257
 58450	 1.450
 58452	-0.081
 58453	 1.277
 58460	 1.153
 58469	 0.317
 58484	-0.054
 58510	-0.001
 58512	 0.243
 58545	 1.610
 58574	 1.220
 58576	 0.760
 58587	-0.192
 58590	 0.122
 58603	 1.204
 58642	-0.004
 58654	 1.019
 58684	 0.283
 58697	 1.290
 58706	 1.163
 58720	-0.080
 58741	 1.492
 58758	 0.280
 58803	 0.417
 58809	 0.476
 58810	 1.198
 58858	 0.248
 58859	-0.046
 58867	-0.081
 58874	 0.560
 58884	-0.012
 58901	-0.034
 58905	 1.491
 58921	 1.691
 58948	 0.967
 58952	 1.029
 58989	 1.178
 59003	 0.152
 59008	-0.073
 59010	 0.997
 59021	 0.623
 59046	 1.237
 59050	 0.613
 59072	 0.353
 59151	 1.278
 59173	-0.163
 59184	-0.010
 59196	-0.128
 59200	 1.733
 59199	 0.334
 59229	 0.240
 59232	-0.097
 59285	 1.120
 59291	 0.511
 59307	 0.030
 59309	 0.352
 59316	 1.326
 59352	 0.070
 59353	 0.190
 59364	 0.123
 59384	 1.618
 59389	 1.352
 59394	 0.055
 59396	 0.398
 59439	 0.816
 59449	-0.156
 59458	 1.505
 59468	 1.401
 59489	 0.428
 59501	 0.961
 59504	 0.358
 59517	 0.253
 59551	 1.780
 59588	 1.449
 59607	-0.144
 59608	 0.262
 59622	 0.071
 59647	 1.234
 59654	 1.400
 59678	 0.075
 59708	 1.061
 59728	 1.052
 59746	 1.179
 59747	-0.193
 59750	 0.470
 59767	 0.346
 59774	 0.077
 59785	 1.002
 59796	 1.145
 59803	-0.107
 59819	 0.068
 59831	 1.586
 59847	 0.957
 59851	-0.006
 59856	 1.140
 59879	 0.437
 59895	 0.113
 59898	 0.021
 59920	 1.330
 59923	 0.160
 59929	 1.603
 59941	 1.384
 59950	 0.008
 60000	-0.123
 60009	-0.168
 60018	 0.310
 60030	 0.168
 60044	 0.054
 60059	 1.600
 60066	 0.180
 60087	 0.177
 60098	 0.523
 60122	 1.623
 60129	 0.026
 60157	 0.824
 60168	 0.306
 60170	 1.091
 60172	 1.172
 60183	-0.041
 60189	-0.090
 60197	 0.394
 60202	 1.010
 60210	 1.025
 60212	 1.452
 60221	 1.048
 60260	 1.389
 60305	 1.115
 60308	 1.533
 60320	 0.195
 60327	-0.012
 60329	 1.038
 60351	 0.515
 60353	 0.567
 60379	-0.098
 60417	 0.887
 60418	 1.189
 60421	 1.640
 60425	 1.153
 60449	-0.066
 60454	 0.285
 60463	-0.064
 60467	 0.366
 60468	 1.572
 60485	 0.877
 60514	 0.082
 60525	 0.276
 60549	 1.169
 60584	 1.622
 60589	 0.919
 60591	 0.652
 60595	 0.043
 60599	 1.094
 60601	 0.965
 60603	 1.272
 60610	-0.066
 60638	 1.065
 60646	 0.955
 60697	 0.277
 60699	 1.028
 60710	-0.141
 60718	-0.243
 60729	 0.674
 60735	 0.007
 60742	 1.128
 60746	 0.088
 60771	 0.052
 60780	 1.612
 60781	 1.543
 60795	 1.582
 60804	 0.935
 60809	 0.868
 60813	 0.430
 60823	-0.192
 60851	 0.022
 60855	-0.073
 60861	 1.253
 60870	 0.920
 60904	-0.056
 60941	 0.445
 60957	 0.093
 60965	-0.012
 60969	 1.572
 60978	 0.205
 60979	 1.515
 60988	 0.536
 60992	 0.988
 60994	 0.591
 60998	 1.621
 61015	 1.670
 61053	 0.568
 61071	 0.056
 61084	 1.600
 61103	 1.523
 61134	 1.041
 61136	 0.622
 61158	 0.263
 61172	 0.172
 61174	 0.388
 61181	 1.078
 61199	-0.157
 61208	 1.110
 61212	 0.376
 61246	 0.953
 61270	 0.304
 61281	-0.116
 61295	 0.114
 61296	 0.861
 61309	 1.011
 61317	 0.588
 61318	-0.035
 61320	 1.051
 61328	 0.428
 61359	 0.893
 61379	 0.683
 61384	 1.312
 61394	 0.012
 61404	 1.514
 61418	 1.152
 61420	 1.242
 61443	 0.731
 61468	 0.224
 61496	 0.340
 61498	 0.003
 61557	 0.026
 61558	 0.072
 61571	 1.436
 61585	-0.176
 61621	 0.334
 61622	 0.049
 61637	 0.000
 61658	 1.592
 61688	 0.310
 61692	 0.204
 61703	 0.007
 61719	 1.096
 61720	 1.207
 61724	 0.978
 61738	 0.098
 61740	 1.240
 61748	 0.095
 61789	-0.082
 61796	-0.050
 61910	 0.432
 61916	 1.475
 61932	-0.023
 61936	 0.051
 61937	 0.192
 61941	 0.368
 61951	 0.397
 61960	 0.076
 61966	-0.044
 61968	 0.002
 61981	 0.750
 62012	 1.075
 62026	-0.023
 62027	 0.195
 62046	 1.268
 62058	-0.074
 62081	 0.242
 62084	 1.092
 62103	 0.850
 62128	-0.060
 62131	 1.346
 62170	 0.160
 62172	 0.469
 62207	 0.557
 62212	 0.688
 62223	 2.994
 62267	 0.322
 62268	 1.049
 62322	-0.178
 62325	 0.989
 62327	-0.150
 62356	 1.346
 62360	 1.326
 62376	-0.013
 62394	 0.122
 62402	 0.215
 62421	 0.538
 62423	 1.567
 62434	-0.238
 62443	 1.596
 62448	-0.058
 62478	 0.015
 62500	 0.947
 62512	 0.467
 62516	 0.195
 62523	 0.703
 62541	 0.024
 62561	 0.015
 62572	 0.033
 62576	 0.051
 62608	 1.154
 62641	 0.170
 62653	 1.002
 62655	 0.046
 62683	-0.031
 62703	 0.127
 62732	 0.344
 62743	 1.030
 62757	 1.288
 62763	 0.681
 62786	-0.098
 62788	 0.232
 62799	 0.040
 62807	 1.622
 62821	 1.106
 62825	 0.173
 62861	 1.309
 62867	 1.344
 62875	 0.493
 62886	 0.904
 62894	 0.295
 62896	 0.224
 62904	 0.805
 62915	 1.094
 62931	 0.200
 62933	 0.282
 62956	-0.022
 62972	 0.207
 62983	 0.068
 62985	 1.590
 63003	-0.180
 63005	-0.089
 63007	-0.153
 63024	 1.451
 63031	 0.991
 63033	 0.633
 63066	 1.668
 63076	 0.303
 63090	 1.571
 63109	-0.001
 63117	 0.010
 63121	 0.337
 63125	-0.115
 63143	 0.204
 63165	 1.115
 63204	-0.042
 63210	-0.066
 63211	 1.012
 63220	 1.491
 63243	 1.069
 63297	 1.150
 63340	 1.030
 63355	 1.568
 63414	 0.203
 63432	 1.282
 63462	 1.165
 63490	 0.386
 63494	 1.119
 63497	 0.466
 63503	 0.368
 63533	 0.971
 63584	 0.427
 63608	 0.934
 63613	 1.190
 63688	 0.002
 63724	 0.029
 63738	 0.554
 63820	 1.649
 63822	 0.218
 63849	 0.414
 63883	 1.690
 63901	-0.059
 63916	 1.135
 63945	-0.148
 63948	 0.393
 63950	 1.461
 63952	 0.997
 63972	 1.050
 64003	 0.050
 64004	-0.182
 64022	 1.482
 64033	 0.435
 64053	-0.061
 64077	 1.363
 64078	 1.138
 64094	-0.033
 64108	 0.008
 64117	 1.710
 64122	 1.178
 64166	 1.048
 64179	 1.025
 64181	 1.017
 64212	 1.169
 64217	-0.098
 64224	 1.490
 64226	 1.450
 64238	-0.008
 64241	 0.455
 64246	 0.294
 64320	-0.079
 64332	 0.521
 64348	 1.049
 64375	 0.193
 64390	 0.415
 64394	 0.572
 64395	 0.426
 64408	 0.693
 64407	 0.460
 64417	 1.006
 64425	-0.073
 64437	 0.955
 64445	 1.499
 64466	 0.048
 64472	 1.057
 64478	 0.592
 64496	 1.201
 64515	-0.011
 64520	 0.088
 64540	 1.061
 64557	 1.366
 64577	 0.862
 64580	 1.084
 64583	 0.489
 64587	 1.040
 64607	 1.514
 64623	 1.061
 64651	 0.968
 64661	-0.078
 64682	 1.210
 64692	 0.198
 64725	 1.011
 64751	 0.972
 64774	-0.052
 64779	 0.274
 64790	 0.431
 64792	 0.585
 64797	 0.926
 64803	 0.959
 64820	 1.480
 64822	 0.187
 64823	 1.304
 64838	 0.260
 64844	 0.306
 64852	 1.638
 64906	-0.049
 64924	 0.709
 64927	 1.366
 64933	-0.001
 64951	-0.027
 64962	 0.920
 64979	 0.277
 64994	 1.341
 65072	 1.204
 65108	 0.410
 65109	 0.068
 65112	-0.125
 65119	 0.102
 65129	 0.236
 65144	 1.106
 65183	 0.098
 65198	 0.045
 65230	 0.255
 65241	 0.109
 65247	 0.072
 65271	-0.141
 65288	 0.181
 65289	 0.049
 65301	 0.987
 65303	-0.077
 65311	 1.653
 65323	 1.431
 65372	 0.959
 65376	 1.637
 65378	 0.057
 65381	 1.101
 65387	 0.822
 65417	 1.062
 65420	 0.415
 65466	 0.090
 65468	 1.110
 65474	-0.235
 65477	 0.169
 65479	 0.411
 65522	-0.018
 65535	 1.181
 65536	 1.652
 65545	 0.183
 65550	 0.985
 65581	 1.477
 65593	 1.477
 65595	 0.769
 65606	 0.003
 65621	 0.974
 65630	-0.123
 65639	 1.096
 65678	 0.259
 65682	 1.608
 65721	 0.714
 65723	 0.927
 65728	-0.010
 65754	 0.404
 65755	-0.014
 65783	 0.117
 65790	 1.052
 65796	 1.122
 65810	 0.059
 65835	 1.317
 65862	 1.471
 65892	 0.341
 65936	 1.186
 65951	 1.075
 65969	 0.090
 66006	 1.606
 66015	 0.196
 66019	 1.031
 66060	 0.438
 66065	 0.037
 66086	 0.969
 66091	 1.228
 66098	 0.964
 66152	-0.014
 66198	-0.014
 66200	 0.029
 66223	 0.241
 66234	 0.132
 66236	-0.052
 66247	 0.020
 66249	 0.114
 66251	 1.573
 66254	 1.250
 66257	 0.404
 66320	 0.950
 66326	 1.043
 66385	 1.175
 66400	 0.220
 66405	 1.026
 66417	 1.593
 66427	 0.936
 66435	 1.219
 66438	 0.493
 66454	-0.110
 66458	 0.239
 66521	 1.113
 66522	 0.274
 66563	 0.431
 66574	 1.415
 66575	 1.138
 66594	 1.217
 66607	-0.003
 66613	 1.378
 66634	 0.113
 66640	 0.348
 66645	 1.597
 66656	 1.301
 66657	-0.171
 66666	 1.496
 66681	 0.401
 66690	 0.963
 66700	 0.111
 66704	 0.537
 66725	 1.311
 66727	 0.017
 66738	 1.630
 66753	 0.183
 66763	 1.009
 66798	 0.073
 66803	 1.623
 66821	-0.055
 66849	-0.029
 66860	 0.418
 66878	 0.993
 66892	 0.879
 66903	 1.000
 66907	 0.857
 66923	 1.671
 66924	 1.019
 66925	-0.096
 66936	 1.091
 66984	-0.075
 66992	 1.447
 67005	 0.017
 67036	-0.106
 67057	 0.805
 67071	 1.374
 67103	 0.486
 67104	 1.226
 67139	 0.046
 67143	 0.023
 67153	 0.390
 67172	 0.898
 67194	 0.211
 67199	 0.116
 67210	 0.948
 67231	-0.039
 67234	 0.955
 67239	 0.523
 67244	-0.007
 67246	 0.630
 67250	 1.036
 67261	
 67271	 1.418
 67275	 0.508
 67288	 1.623
 67292	 0.279
 67301	-0.099
 67304	 1.351
 67384	 1.032
 67457	 1.520
 67459	 1.520
 67464	-0.225
 67472	-0.170
 67480	 1.432
 67483	 0.256
 67485	 0.974
 67494	 1.059
 67523	-0.009
 67537	 0.992
 67545	 0.899
 67548	 0.094
 67589	 1.179
 67605	 1.635
 67620	 0.703
 67627	 1.572
 67648	 0.484
 67663	-0.153
 67664	 1.704
 67665	 1.611
 67669	-0.146
 67696	 0.478
 67703	-0.084
 67714	 0.042
 67778	 1.550
 67782	 0.202
 67786	-0.111
 67787	 0.845
 67819	 0.444
 67836	 0.009
 67848	-0.032
 67851	 1.009
 67861	-0.053
 67890	 1.129
 67927	 0.580
 67929	 1.093
 67942	 1.490
 67953	 0.530
 67973	-0.072
 68002	-0.176
 68009	 1.411
 68030	 0.518
 68065	 0.401
 68079	 1.140
 68080	 0.071
 68092	 0.217
 68101	 0.780
 68103	 1.441
 68177	 1.426
 68184	 1.040
 68191	 1.075
 68224	 1.274
 68245	-0.224
 68269	-0.086
 68270	 1.043
 68276	-0.002
 68279	 1.430
 68282	-0.208
 68333	 0.957
 68380	 0.486
 68390	 0.480
 68413	 0.333
 68431	 0.007
 68455	 0.352
 68478	 0.193
 68493	 1.265
 68498	 0.089
 68516	 1.215
 68520	 0.121
 68523	 0.598
 68537	 1.412
 68567	 1.353
 68581	 1.331
 68594	 0.853
 68637	 0.026
 68641	 0.480
 68643	 1.380
 68670	 1.207
 68673	-0.112
 68682	 0.733
 68687	 0.927
 68702	-0.231
 68705	 0.452
 68707	 0.406
 68739	 1.321
 68756	-0.049
 68763	 1.081
 68776	 1.022
 68815	 1.239
 68842	 0.225
 68862	-0.198
 68872	 0.986
 68895	 1.091
 68902	 0.079
 68933	 1.011
 68940	 0.347
 68956	 0.160
 69011	 0.001
 69012	 0.660
 69038	 1.493
 69065	 1.013
 69068	 1.637
 69090	 0.581
 69107	 1.023
 69112	 1.368
 69113	-0.056
 69122	 0.031
 69127	 1.003
 69174	-0.053
 69191	 0.938
 69226	 0.541
 69241	 1.718
 69269	 1.684
 69298	 0.190
 69316	 1.258
 69340	 0.479
 69373	 1.595
 69389	-0.118
 69398	 1.351
 69415	 1.130
 69427	 1.323
 69458	 1.071
 69462	 1.438
 69483	 0.233
 69491	 0.051
 69493	 0.489
 69536	 0.537
 69564	 0.593
 69569	 1.071
 69585	 1.348
 69592	 0.194
 69598	 0.929
 69612	 1.007
 69614	 1.600
 69618	-0.074
 69623	 0.040
 69655	 1.576
 69658	 0.001
 69671	 0.596
 69673	 1.239
 69701	 0.511
 69713	 0.236
 69727	 0.275
 69732	 0.087
 69735	 0.376
 69747	-0.007
 69751	 0.504
 69763	-0.095
 69773	 1.212
 69778	 1.375
 69792	 0.985
 69818	 0.070
 69829	 1.678
 69862	 0.466
 69879	 1.057
 69881	 0.723
 69896	 0.243
 69929	 0.013
 69958	 0.183
 69965	 0.518
 69974	 0.128
 69977	 1.591
 69989	 0.385
 69995	 0.082
 69996	-0.184
 70012	 1.023
 70022	 0.201
 70027	 1.228
 70029	 0.053
 70035	 0.281
 70038	 0.915
 70051	 0.156
 70054	 0.907
 70069	 0.082
 70090	-0.030
 70104	 0.310
 70243	-0.088
 70248	-0.108
 70264	 0.795
 70270	-0.130
 70300	-0.185
 70306	 1.300
 70310	 0.411
 70319	 0.639
 70320	 1.257
 70325	 1.360
 70327	 0.010
 70336	 0.990
 70363	 1.099
 70384	 0.066
 70385	 1.609
 70400	 0.124
 70414	 1.208
 70418	-0.001
 70451	 1.047
 70452	 0.417
 70469	 0.962
 70492	 0.435
 70497	 0.497
 70501	 1.223
 70517	 1.225
 70528	 0.128
 70538	 0.941
 70574	-0.147
 70576	 0.434
 70580	 1.215
 70602	 0.231
 70626	-0.088
 70638	 1.300
 70657	 1.502
 70663	 0.311
 70680	 0.093
 70692	 1.431
 70753	-0.074
 70755	 0.693
 70762	 1.174
 70791	 0.864
 70794	 1.490
 70798	 0.111
 70809	-0.112
 70873	 0.702
 70874	 1.180
 70892	-0.013
 70894	 0.159
 70915	-0.087
 70931	 0.056
 70949	 1.421
 70952	 0.428
 70966	 1.441
 70987	 1.060
 71002	 1.006
 71040	 0.243
 71053	 1.298
 71075	 0.191
 71094	 0.230
 71111	 1.529
 71115	 0.391
 71121	-0.177
 71154	 1.030
 71168	 0.521
 71182	 1.085
 71184	 0.482
 71196	 1.315
 71243	 0.450
 71251	 0.526
 71277	 1.379
 71280	 1.560
 71284	 0.364
 71295	 0.139
 71333	 1.256
 71352	-0.157
 71353	-0.085
 71406	 1.063
 71419	 1.489
 71429	 1.048
 71453	-0.112
 71469	 0.464
 71494	 1.447
 71500	 0.927
 71510	 0.560
 71530	 0.506
 71536	-0.152
 71568	 1.481
 71571	 1.099
 71573	 0.007
 71581	 1.422
 71618	 0.030
 71639	 0.508
 71658	 0.440
 71681	 0.900
 71683	 0.710
 71729	 0.434
 71746	 1.173
 71759	 0.238
 71762	-0.002
 71783	-0.081
 71795	 0.044
 71832	 0.992
 71837	 0.941
 71853	-0.083
 71857	 0.928
 71860	-0.154
 71861	 0.454
 71865	-0.157
 71870	-0.027
 71876	 0.409
 71908	 0.256
 71957	 0.385
 71974	 0.006
 71995	 1.672
 72000	-0.086
 72010	 1.356
 72012	 1.398
 72097	 1.013
 72104	 0.013
 72105	 0.966
 72121	-0.066
 72122	 1.608
 72124	 1.610
 72125	 0.972
 72131	 0.308
 72135	 1.591
 72139	 0.841
 72154	-0.021
 72194	 1.194
 72197	 0.315
 72208	 1.335
 72210	 0.980
 72217	 0.603
 72220	-0.005
 72250	 0.066
 72290	 0.984
 72296	 1.336
 72308	 0.084
 72310	 1.649
 72323	-0.043
 72338	 1.068
 72357	 0.938
 72370	 1.433
 72373	 1.097
 72378	-0.007
 72412	 0.506
 72432	 1.369
 72438	-0.106
 72449	-0.025
 72469	 0.389
 72471	 1.107
 72487	 0.482
 72488	 1.275
 72489	 0.066
 72508	 0.401
 72524	 0.501
 72552	 0.046
 72567	 0.576
 72571	 1.366
 72573	 0.671
 72582	 1.030
 72603	 0.401
 72607	 1.465
 72622	 0.147
 72629	 1.397
 72631	 0.988
 72659	 0.720
 72664	 1.369
 72670	-0.024
 72683	-0.154
 72702	 1.094
 72772	 0.605
 72773	 0.660
 72800	-0.155
 72833	 0.820
 72846	 0.569
 72848	 0.841
 72929	 1.336
 72934	 0.982
 72959	 1.429
 72965	-0.061
 72983	-0.059
 73036	 1.161
 73049	 0.046
 73068	 0.109
 73087	-0.031
 73095	 0.142
 73100	 0.533
 73107	 1.413
 73111	-0.035
 73116	 0.061
 73118	-0.055
 73129	-0.023
 73133	 1.491
 73165	 0.318
 73166	 0.951
 73171	-0.011
 73184	 1.024
 73193	 1.131
 73199	 1.590
 73223	 1.442
 73241	 0.708
 73273	-0.184
 73279	 1.216
 73284	 0.262
 73309	 0.509
 73310	 1.274
 73334	-0.208
 73341	-0.080
 73350	 1.615
 73354	 0.597
 73369	 0.336
 73394	-0.038
 73415	 1.052
 73454	-0.099
 73464	 1.179
 73473	 0.000
 73493	 1.246
 73497	 1.692
 73507	 0.107
 73536	 1.509
 73540	 0.962
 73555	 0.956
 73559	 0.242
 73566	 0.164
 73568	 1.506
 73571	 0.180
 73620	 1.026
 73624	-0.127
 73634	 1.023
 73695	 0.647
 73706	 0.055
 73714	 1.674
 73745	 1.240
 73764	 1.389
 73771	 1.273
 73776	 0.935
 73807	-0.144
 73826	 1.011
 73841	-0.005
 73850	 0.489
 73881	-0.137
 73901	 1.658
 73909	 0.958
 73927	 1.040
 73937	-0.076
 73941	 0.537
 73945	 1.589
 73953	 0.162
 73966	-0.109
 73996	 0.429
 74000	 0.073
 74006	 0.920
 74026	 0.921
 74044	 0.432
 74047	 1.470
 74066	-0.113
 74083	 1.050
 74087	 1.240
 74096	 1.233
 74100	-0.123
 74117	-0.162
 74121	 0.967
 74181	 0.059
 74184	 0.675
 74224	 0.867
 74239	 1.045
 74272	 0.143
 74273	 0.623
 74296	-0.031
 74305	 1.118
 74336	 1.039
 74376	-0.029
 74380	 0.144
 74386	 1.414
 74391	 1.507
 74392	-0.071
 74395	 0.918
 74418	 1.115
 74421	-0.002
 74449	-0.177
 74470	 1.901
 74479	-0.081
 74490	-0.026
 74493	 0.124
 74500	 0.691
 74505	 0.064
 74514	 1.218
 74539	 1.139
 74552	-0.041
 74561	 1.552
 74571	 1.635
 74582	 3.271
 74596	 0.062
 74600	-0.015
 74604	 0.374
 74605	 0.550
 74623	 1.473
 74649	 1.092
 74666	 0.961
 74689	 0.181
 74690	 0.854
 74695	 1.308
 74696	 0.210
 74707	 0.564
 74716	-0.128
 74732	 1.357
 74750	-0.057
 74769	 0.927
 74775	 0.514
 74778	-0.077
 74785	-0.071
 74793	 1.369
 74824	 0.088
 74837	 1.260
 74857	 1.100
 74875	 0.176
 74896	 0.972
 74901	 1.507
 74911	-0.086
 74929	 1.205
 74941	-0.089
 74946	 0.014
 74950	-0.099
 74975	 0.540
 75000	 0.234
 75003	 0.959
 75043	 0.122
 75049	 1.015
 75091	-0.090
 75093	 0.369
 75097	 0.058
 75101	 1.062
 75110	 1.024
 75118	 0.393
 75119	 1.191
 75125	 1.257
 75127	 1.047
 75141	-0.227
 75164	 0.068
 75177	 1.534
 75178	-0.051
 75181	 0.639
 75206	 0.515
 75230	-0.008
 75256	-0.033
 75257	 1.626
 75260	 1.315
 75264	-0.191
 75294	 1.603
 75304	-0.155
 75308	 0.489
 75312	 0.577
 75323	 0.169
 75324	 0.945
 75342	 0.264
 75352	 1.039
 75369	 1.212
 75379	 0.453
 75411	 0.309
 75439	-0.093
 75458	 1.166
 75501	 0.000
 75530	 1.650
 75535	 0.618
 75565	 1.000
 75572	 1.410
 75587	 0.079
 75647	-0.150
 75665	 1.646
 75674	 1.654
 75695	 0.319
 75696	 1.441
 75730	 1.545
 75736	 0.303
 75742	 1.067
 75761	 0.245
 75770	 0.100
 75788	 0.079
 75790	 0.608
 75810	 0.955
 75818	 0.351
 75822	 1.369
 75828	 1.731
 75915	-0.005
 75919	 0.205
 75939	 0.192
 75944	 1.056
 75959	-0.112
 75973	 1.589
 75974	 0.976
 76006	 0.529
 76008	 1.545
 76013	-0.146
 76033	 0.220
 76041	 0.086
 76048	 0.065
 76063	 0.212
 76069	-0.038
 76106	 0.197
 76126	-0.148
 76127	-0.127
 76133	 1.092
 76143	 0.330
 76165	 1.016
 76198	 0.341
 76207	 1.695
 76219	 1.000
 76234	-0.017
 76243	-0.090
 76259	 1.306
 76267	 0.032
 76276	 0.268
 76297	-0.216
 76307	 1.650
 76311	 1.184
 76333	 1.007
 76337	 0.975
 76366	 1.306
 76371	-0.175
 76372	 1.125
 76376	 0.051
 76395	-0.070
 76397	 1.497
 76424	 0.354
 76425	 0.925
 76440	 1.161
 76456	 0.433
 76470	 1.361
 76503	-0.013
 76509	 1.098
 76519	 1.371
 76532	 1.074
 76534	 0.886
 76552	 1.412
 76567	 1.176
 76568	 0.353
 76569	 1.077
 76594	 0.847
 76600	-0.177
 76603	 0.505
 76608	 0.204
 76617	 1.039
 76618	 0.005
 76628	 0.883
 76651	 1.102
 76664	 1.207
 76666	 0.023
 76669	-0.103
 76705	 0.964
 76716	 0.505
 76733	 0.968
 76736	 0.077
 76739	 1.418
 76742	 1.302
 76750	-0.040
 76809	 1.621
 76810	 0.908
 76829	 0.413
 76852	 0.062
 76866	 0.033
 76877	-0.034
 76878	 0.207
 76880	 1.574
 76935	 1.315
 76939	 0.987
 76945	-0.151
 76952	 0.020
 76957	-0.042
 76985	 0.873
 76996	 0.118
 77007	 1.124
 77042	 1.020
 77048	 1.076
 77052	 0.684
 77055	 0.038
 77060	 0.238
 77070	 1.167
 77086	-0.007
 77111	 0.002
 77138	 0.163
 77163	 0.035
 77186	 1.195
 77227	-0.035
 77233	 0.073
 77235	 0.332
 77257	 0.604
 77272	 1.404
 77277	 0.062
 77286	-0.117
 77287	 1.169
 77336	 0.094
 77350	 0.880
 77358	 0.715
 77370	 0.249
 77390	 0.231
 77397	 1.517
 77412	 1.272
 77442	 0.608
 77450	 1.616
 77454	 1.385
 77464	 0.120
 77512	 0.794
 77516	-0.036
 77541	 0.068
 77562	-0.076
 77574	 0.299
 77578	 1.019
 77622	 0.147
 77634	-0.045
 77635	-0.072
 77645	 0.017
 77655	 0.996
 77660	 0.135
 77661	 1.534
 77678	 1.152
 77689	 1.010
 77729	 0.991
 77738	 0.972
 77760	 0.563
 77782	 1.238
 77801	 0.598
 77811	-0.014
 77817	 1.467
 77835	 0.413
 77840	-0.073
 77853	 1.003
 77858	-0.011
 77859	-0.033
 77900	-0.069
 77902	 1.588
 77907	 1.645
 77909	-0.065
 77910	 0.171
 77927	 0.121
 77939	-0.013
 77952	 0.315
 77982	 1.108
 77984	 0.141
 77985	 1.371
 77986	-0.102
 77990	 0.355
 77995	-0.089
 78012	 0.352
